wmo_index,station_name,country_area,latitude_deg,longitude_deg,station_name_ja
25121,KOLYMSKAYA,RUSSIAN FEDERATION (IN ASIA),68.73333333333333,158.71666666666667,
25123,CHERSKIJ,RUSSIAN FEDERATION (IN ASIA),68.75,161.28333333333333,
25129,KONSTANTINOVSKAYA,RUSSIAN FEDERATION (IN ASIA),68.15,161.16666666666666,
25138,OSTROVNOE,RUSSIAN FEDERATION (IN ASIA),68.11666666666666,164.16666666666666,
25147,BILIBINO,RUSSIAN FEDERATION (IN ASIA),68.05,166.45,
25151,CHAUN,RUSSIAN FEDERATION (IN ASIA),68.88333333333334,170.78333333333333,
25173,MYS SHMIDTA,RUSSIAN FEDERATION (IN ASIA),68.9,-179.63333333333333,
25206,SREDNEKOLYMSK,RUSSIAN FEDERATION (IN ASIA),67.45,153.71666666666667,
25248,ILIRNEJ,RUSSIAN FEDERATION (IN ASIA),67.25,167.96666666666667,
25282,MYS VANKAREM,RUSSIAN FEDERATION (IN ASIA),67.83333333333333,-175.83333333333334,
25325,UST'-OLOJ,RUSSIAN FEDERATION (IN ASIA),66.55,159.41666666666666,
25335,BAIMKA,RUSSIAN FEDERATION (IN ASIA),66.53333333333333,164.28333333333333,
25356,EN' MUVEEM,RUSSIAN FEDERATION (IN ASIA),66.38333333333334,173.33333333333334,
25378,EGVEKINOT,RUSSIAN FEDERATION (IN ASIA),66.35833333333333,-179.11666666666667,
25399,MYS UELEN,RUSSIAN FEDERATION (IN ASIA),66.16277777777778,-169.83472222222224,
25400,ZYRYANKA,RUSSIAN FEDERATION (IN ASIA),65.73333333333333,150.9,
25400,ZYRYANKA,RUSSIAN FEDERATION (IN ASIA),65.73333333333333,150.9,
25428,OMOLON,RUSSIAN FEDERATION (IN ASIA),65.23333333333333,160.53333333333333,
25469,KANCHALAN,RUSSIAN FEDERATION (IN ASIA),65.18333333333334,176.76666666666668,
25503,KORKODON,RUSSIAN FEDERATION (IN ASIA),64.75,153.96666666666667,
25538,VERHNEE PENZINO,RUSSIAN FEDERATION (IN ASIA),64.21666666666667,164.23333333333332,
25551,MARKOVO,RUSSIAN FEDERATION (IN ASIA),64.68333333333334,170.41666666666666,
25561,TANYURER,RUSSIAN FEDERATION (IN ASIA),64.86666666666666,174.41666666666666,
25563,ANADYR',RUSSIAN FEDERATION (IN ASIA),64.78333333333333,177.56666666666666,
25594,BUHTA PROVIDENJA,RUSSIAN FEDERATION (IN ASIA),64.38333333333334,-173.23333333333332,
25627,LABAZNAYA,RUSSIAN FEDERATION (IN ASIA),63.3,158.5,
25648,SLAUTNOE,RUSSIAN FEDERATION (IN ASIA),63.2,167.85,
25677,BERINGOVSKAJA,RUSSIAN FEDERATION (IN ASIA),63.016666666666666,179.28333333333333,
25700,EL' GEN (SOVHOZ),RUSSIAN FEDERATION (IN ASIA),62.8,150.66666666666666,
25703,SEJMCHAN,RUSSIAN FEDERATION (IN ASIA),62.916666666666664,152.41666666666666,
25705,SREDNIKAN,RUSSIAN FEDERATION (IN ASIA),62.45,152.31666666666666,
25707,BOHAPCHA,RUSSIAN FEDERATION (IN ASIA),62.096944444444446,150.67527777777778,
25715,OMSUKCHAN,RUSSIAN FEDERATION (IN ASIA),62.516666666666666,155.8,
25745,KAMENSKOE,RUSSIAN FEDERATION (IN ASIA),62.467222222222226,166.21249999999998,
25767,HATYRKA,RUSSIAN FEDERATION (IN ASIA),62.05,175.28333333333333,
25808,TALAYA,RUSSIAN FEDERATION (IN ASIA),61.13333333333333,152.38333333333333,
25820,EVENSK,RUSSIAN FEDERATION (IN ASIA),61.916666666666664,159.21666666666667,
25904,MADAUN,RUSSIAN FEDERATION (IN ASIA),60.6,150.7,
25913,MAGADAN,RUSSIAN FEDERATION (IN ASIA),59.55,150.78333333333333,
25916,ALEVINA (MYS),RUSSIAN FEDERATION (IN ASIA),58.833333333333336,151.35,
25919,BRAT' EV (MYS),RUSSIAN FEDERATION (IN ASIA),59.1,153.33333333333334,
25922,SHELIHOVA,RUSSIAN FEDERATION (IN ASIA),60.71666666666667,155.88333333333333,
25927,BROHOVO,RUSSIAN FEDERATION (IN ASIA),59.65,154.26666666666668,
25932,TAJGONOS,RUSSIAN FEDERATION (IN ASIA),60.68333333333333,160.4,
25941,CHEMURNAUT,RUSSIAN FEDERATION (IN ASIA),60.733333333333334,163.01666666666668,
25956,APUKA,RUSSIAN FEDERATION (IN ASIA),60.43333333333333,169.66666666666666,
28009,KIRS,RUSSIAN FEDERATION (IN ASIA),59.35,52.25,
28044,SEROV,RUSSIAN FEDERATION (IN ASIA),59.6,60.53333333333333,
28049,GARI,RUSSIAN FEDERATION (IN ASIA),59.43333333333333,62.333333333333336,
28064,LEUSI,RUSSIAN FEDERATION (IN ASIA),59.63333333333333,65.71666666666667,
28076,DEM'JANSKOE,RUSSIAN FEDERATION (IN ASIA),59.6,69.28333333333333,
28097,TAUROVO,RUSSIAN FEDERATION (IN ASIA),59.583333333333336,73.28333333333333,
28116,KUDYMKAR,RUSSIAN FEDERATION (IN ASIA),59.016666666666666,54.65,
28128,CERMOZ,RUSSIAN FEDERATION (IN ASIA),58.766666666666666,56.2,
28138,BISER,RUSSIAN FEDERATION (IN ASIA),58.516666666666666,58.85,
28144,VERHOTUR'E,RUSSIAN FEDERATION (IN ASIA),58.86666666666667,60.78333333333333,
28165,KUMINSKAYA,RUSSIAN FEDERATION (IN ASIA),58.71666666666667,66.08333333333333,
28202,FALENKI,RUSSIAN FEDERATION (IN ASIA),58.35,51.56666666666667,
28214,GLAZOV,RUSSIAN FEDERATION (IN ASIA),58.13333333333333,52.583333333333336,
28216,VERESCAGINO,RUSSIAN FEDERATION (IN ASIA),58.083333333333336,54.68333333333333,
28224,PERM',RUSSIAN FEDERATION (IN ASIA),57.9925,56.33555555555556,
28225,PERM',RUSSIAN FEDERATION (IN ASIA),57.958333333333336,56.197222222222216,
28234,LYS'VA,RUSSIAN FEDERATION (IN ASIA),58.11666666666667,57.78333333333333,
28238,KYN,RUSSIAN FEDERATION (IN ASIA),57.833333333333336,58.65,
28240,NIZHNYJ TAGIL,RUSSIAN FEDERATION (IN ASIA),57.88333333333333,60.06666666666667,
28248,ALAPAEVSK,RUSSIAN FEDERATION (IN ASIA),57.86666666666667,61.7,
28255,TURINSK,RUSSIAN FEDERATION (IN ASIA),58.05,63.68333333333333,
28264,"TAVDA, BELYJYAR",RUSSIAN FEDERATION (IN ASIA),58.05,65.35,
28275,TOBOL'SK,RUSSIAN FEDERATION (IN ASIA),58.15,68.25,
28302,UNI,RUSSIAN FEDERATION (IN ASIA),57.75,51.5,
28307,URZUM,RUSSIAN FEDERATION (IN ASIA),57.11666666666667,50.0,
28319,NOZOVKA,RUSSIAN FEDERATION (IN ASIA),57.083333333333336,54.75,
28321,OHANSK,RUSSIAN FEDERATION (IN ASIA),57.71666666666667,55.38333333333333,
28326,KUNGUR,RUSSIAN FEDERATION (IN ASIA),57.416666666666664,56.93333333333333,
28334,SAMARY,RUSSIAN FEDERATION (IN ASIA),57.35,58.21666666666667,
28346,ARTEMOVSKIJ,RUSSIAN FEDERATION (IN ASIA),57.36666666666667,61.916666666666664,
28359,TUGULYM,RUSSIAN FEDERATION (IN ASIA),57.06666666666667,64.66666666666667,
28366,YARKOVO,RUSSIAN FEDERATION (IN ASIA),57.416666666666664,67.08333333333333,
28367,TYUMEN',RUSSIAN FEDERATION (IN ASIA),57.11666666666667,65.43333333333334,
28382,UST'-ISIM,RUSSIAN FEDERATION (IN ASIA),57.68333333333333,71.18333333333334,
28383,TEVRIZ,RUSSIAN FEDERATION (IN ASIA),57.516666666666666,72.4,
28409,MOZGA,RUSSIAN FEDERATION (IN ASIA),56.43333333333333,52.2,
28411,IZHEVSK,RUSSIAN FEDERATION (IN ASIA),56.833333333333336,53.45,
28418,SARAPUL,RUSSIAN FEDERATION (IN ASIA),56.46666666666667,53.733333333333334,
28419,JANAUL,RUSSIAN FEDERATION (IN ASIA),56.276944444444446,54.96805555555556,
28428,CHERNUSKA,RUSSIAN FEDERATION (IN ASIA),56.5,56.13333333333333,
28434,KRASNOUFIMSK,RUSSIAN FEDERATION (IN ASIA),56.65,57.78333333333333,
28440,EKATERINBURG,RUSSIAN FEDERATION (IN ASIA),56.833333333333336,60.63333333333333,
28445,EKATERINBURG (VERHNEE DUBROVO),RUSSIAN FEDERATION (IN ASIA),56.733333333333334,61.06666666666667,
28449,KAMENSK-URALSKIJ,RUSSIAN FEDERATION (IN ASIA),56.43333333333333,61.86666666666667,
28451,KAMYSLOV,RUSSIAN FEDERATION (IN ASIA),56.85,62.71666666666667,
28455,BUTKA,RUSSIAN FEDERATION (IN ASIA),56.71666666666667,63.766666666666666,
28456,SATROVO,RUSSIAN FEDERATION (IN ASIA),56.516666666666666,64.65,
28465,YALTUROVOSK,RUSSIAN FEDERATION (IN ASIA),56.68333333333333,66.35,
28481,VIKULOVO,RUSSIAN FEDERATION (IN ASIA),56.81666666666667,70.61666666666666,
28491,BOL'SIE UKI,RUSSIAN FEDERATION (IN ASIA),56.93333333333333,72.66666666666667,
28493,TARA,RUSSIAN FEDERATION (IN ASIA),56.9,74.38333333333334,
28502,VJATSKIE POLJANY,RUSSIAN FEDERATION (IN ASIA),56.233333333333334,51.03333333333333,
28506,ELABUGA,RUSSIAN FEDERATION (IN ASIA),55.75888888888889,52.04416666666666,
28517,MENZELINSK,RUSSIAN FEDERATION (IN ASIA),55.718611111111116,53.06944444444445,
28522,ASKINO,RUSSIAN FEDERATION (IN ASIA),56.11027777777778,56.57361111111111,
28533,NTAZEPETROVSK,RUSSIAN FEDERATION (IN ASIA),56.05,59.583333333333336,
28537,DUVAN,RUSSIAN FEDERATION (IN ASIA),55.715833333333336,57.899166666666666,
28541,VERHNIJ UFALEJ,RUSSIAN FEDERATION (IN ASIA),56.083333333333336,60.3,
28552,SADRINSK,RUSSIAN FEDERATION (IN ASIA),56.06666666666667,63.65,
28573,ISHIM,RUSSIAN FEDERATION (IN ASIA),56.1,69.43333333333334,
28586,TJUKALINSK,RUSSIAN FEDERATION (IN ASIA),55.86666666666667,72.21666666666667,
28588,NAZYVOEVSK,RUSSIAN FEDERATION (IN ASIA),55.56666666666667,71.36666666666666,
28593,BOL'SHERECH'E,RUSSIAN FEDERATION (IN ASIA),56.1,74.63333333333334,
28598,SARGATSKOE,RUSSIAN FEDERATION (IN ASIA),55.6,73.48333333333333,
28612,MUSLJUMOVO,RUSSIAN FEDERATION (IN ASIA),55.309444444444445,53.18444444444444,
28615,BAKALY,RUSSIAN FEDERATION (IN ASIA),55.183055555555555,53.79,
28621,BIRSK,RUSSIAN FEDERATION (IN ASIA),55.404444444444444,55.553888888888885,
28629,ULU-TELJAK,RUSSIAN FEDERATION (IN ASIA),54.922777777777775,56.980555555555554,
28630,ZLATOUST,RUSSIAN FEDERATION (IN ASIA),55.166666666666664,59.666666666666664,
28645,CHELYABINSK-GOROD,RUSSIAN FEDERATION (IN ASIA),55.15,61.3,
28655,SUMIHA,RUSSIAN FEDERATION (IN ASIA),55.233333333333334,63.31666666666667,
28659,KURTAMYSH,RUSSIAN FEDERATION (IN ASIA),54.916666666666664,64.43333333333334,
28661,KURGAN,RUSSIAN FEDERATION (IN ASIA),55.45666666666667,65.40111111111112,
28666,MAKUSINO,RUSSIAN FEDERATION (IN ASIA),55.25,67.3,
28668,POLOVINNOE,RUSSIAN FEDERATION (IN ASIA),54.766666666666666,66.0,
28688,ISIL'KUL',RUSSIAN FEDERATION (IN ASIA),54.93333333333333,71.26666666666667,
28696,KALACINSK,RUSSIAN FEDERATION (IN ASIA),55.03333333333333,74.58333333333333,
28698,OMSK,RUSSIAN FEDERATION (IN ASIA),55.016666666666666,73.38333333333334,
28698,OMSK,RUSSIAN FEDERATION (IN ASIA),54.93333333333333,73.4,
28704,CULPANOVO,RUSSIAN FEDERATION (IN ASIA),54.4925,50.41277777777778,
28705,CELNO-VERSINY,RUSSIAN FEDERATION (IN ASIA),54.416666666666664,51.1,
28710,RAEVSKY,RUSSIAN FEDERATION (IN ASIA),54.06361111111111,54.92777777777778,
28711,BUGUL'MA,RUSSIAN FEDERATION (IN ASIA),54.63194444444444,52.80083333333333,
28712,TUIMAZY,RUSSIAN FEDERATION (IN ASIA),54.59166666666667,53.71388888888889,
28719,AKSAKOVO,RUSSIAN FEDERATION (IN ASIA),54.02472222222222,54.14722222222222,
28722,UFA-DIOMA,RUSSIAN FEDERATION (IN ASIA),54.71055555555556,55.815,
28741,MIRNYJ,RUSSIAN FEDERATION (IN ASIA),54.55,60.3,
28748,TROIZK,RUSSIAN FEDERATION (IN ASIA),54.083333333333336,61.61666666666667,
28756,ZVERINOGOLOVSKOE,RUSSIAN FEDERATION (IN ASIA),54.46666666666667,64.86666666666666,
28786,POLTAVKA,RUSSIAN FEDERATION (IN ASIA),54.36666666666667,71.75,
28791,SERBAKUL',RUSSIAN FEDERATION (IN ASIA),54.63333333333333,72.43333333333334,
28797,ODESSKOE,RUSSIAN FEDERATION (IN ASIA),54.2,72.96666666666667,
28799,CERLAK,RUSSIAN FEDERATION (IN ASIA),54.166666666666664,74.8,
28806,BUGURUSLAN,RUSSIAN FEDERATION (IN ASIA),53.61666666666667,52.45,
28807,SAMARA (SMYSHLJAEVKA),RUSSIAN FEDERATION (IN ASIA),53.25,50.45,
28825,STERLITAMAK,RUSSIAN FEDERATION (IN ASIA),53.60333333333333,55.933611111111105,
28831,BELORECK,RUSSIAN FEDERATION (IN ASIA),53.969166666666666,58.35583333333334,
28833,VERHNEURAL'SK,RUSSIAN FEDERATION (IN ASIA),53.88333333333333,59.2,
28838,MAGNITOGORSK,RUSSIAN FEDERATION (IN ASIA),53.35,59.083333333333336,
28900,SAMARA (OGMS),RUSSIAN FEDERATION (IN ASIA),53.25,50.21666666666667,
28908,AVANGARD ZERNOSOVHOZ,RUSSIAN FEDERATION (IN ASIA),52.61666666666667,51.28333333333333,
28909,BUZULUK,RUSSIAN FEDERATION (IN ASIA),52.81666666666667,52.21666666666667,
28916,SARLYK,RUSSIAN FEDERATION (IN ASIA),52.93333333333333,54.75,
28925,MELEUZ,RUSSIAN FEDERATION (IN ASIA),52.93277777777777,55.919444444444444,
28941,KARTALY,RUSSIAN FEDERATION (IN ASIA),53.05,60.666666666666664,
29023,NAPAS,RUSSIAN FEDERATION (IN ASIA),59.85,81.95,
29059,ALEKSANDROVSKIJ SHLYUZ,RUSSIAN FEDERATION (IN ASIA),59.43472222222222,89.28611111111111,
29068,NAZIMOVO,RUSSIAN FEDERATION (IN ASIA),59.51305555555555,90.92833333333334,
29111,SREDNY VASJUGAN,RUSSIAN FEDERATION (IN ASIA),59.21666666666667,78.23333333333333,
29122,KARGASOK,RUSSIAN FEDERATION (IN ASIA),59.06527777777777,80.84666666666666,
29128,PARABEL',RUSSIAN FEDERATION (IN ASIA),58.70416666666667,81.48,
29149,STEPANOVKA,RUSSIAN FEDERATION (IN ASIA),58.63972222222222,86.73,
29203,NOVYJ VASYUGAN,RUSSIAN FEDERATION (IN ASIA),58.58111111111111,76.51055555555556,
29209,MAJSK,RUSSIAN FEDERATION (IN ASIA),57.81111111111111,77.21666666666667,
29231,KOLPASEVO,RUSSIAN FEDERATION (IN ASIA),58.31666666666667,82.95,
29253,LOSINOBORSKOE,RUSSIAN FEDERATION (IN ASIA),58.455555555555556,89.46944444444445,
29263,ENISEJSK,RUSSIAN FEDERATION (IN ASIA),58.45277777777778,92.20277777777778,
29274,STRELKA,RUSSIAN FEDERATION (IN ASIA),58.075,93.04166666666667,
29276,MOTYGINO,RUSSIAN FEDERATION (IN ASIA),58.17777777777778,94.74722222222222,
29282,BOGUCANY,RUSSIAN FEDERATION (IN ASIA),58.38333333333333,97.45,
29313,PUDINO,RUSSIAN FEDERATION (IN ASIA),57.5625,79.43055555555556,
29328,BAKCHAR,RUSSIAN FEDERATION (IN ASIA),57.007222222222225,82.0625,
29332,MOLCHANOVO,RUSSIAN FEDERATION (IN ASIA),57.575833333333335,83.76027777777777,
29348,PERVOMAJSKOE,RUSSIAN FEDERATION (IN ASIA),57.06666666666667,86.21666666666667,
29363,PIROVSKOE,RUSSIAN FEDERATION (IN ASIA),57.62916666666667,92.27222222222223,
29367,NOVOBIRILYUSSY,RUSSIAN FEDERATION (IN ASIA),56.96944444444445,90.68055555555556,
29374,KAZACHINSKOE,RUSSIAN FEDERATION (IN ASIA),57.68055555555555,93.26583333333333,
29379,TASEEVO,RUSSIAN FEDERATION (IN ASIA),57.2,94.55,
29393,CHERVYANKA,RUSSIAN FEDERATION (IN ASIA),57.65,99.53333333333333,
29405,KYSTOVKA,RUSSIAN FEDERATION (IN ASIA),56.60611111111111,76.56333333333333,
29418,SEVERNOE,RUSSIAN FEDERATION (IN ASIA),56.337500000000006,78.35972222222222,
29430,TOMSK,RUSSIAN FEDERATION (IN ASIA),56.5,84.91666666666667,
29456,TJUHTET,RUSSIAN FEDERATION (IN ASIA),56.53611111111111,89.31666666666666,
29464,BOL'SOJ ULUJ,RUSSIAN FEDERATION (IN ASIA),56.655,90.59166666666667,
29467,ACHINSK,RUSSIAN FEDERATION (IN ASIA),56.28333333333333,90.51666666666667,
29471,BOL'SHAJA MURTA,RUSSIAN FEDERATION (IN ASIA),56.894444444444446,93.16944444444445,
29477,SUHOBUZIMSKOE,RUSSIAN FEDERATION (IN ASIA),56.49166666666667,93.27222222222223,
29481,DZERZHINSKOE,RUSSIAN FEDERATION (IN ASIA),56.82777777777778,95.23194444444445,
29485,ABAN,RUSSIAN FEDERATION (IN ASIA),56.681666666666665,96.05749999999999,
29498,SITKINO,RUSSIAN FEDERATION (IN ASIA),56.35,98.36666666666666,
29524,KRESCHENKA,RUSSIAN FEDERATION (IN ASIA),55.859722222222224,80.06027777777777,
29532,KOZEVNIKOVO,RUSSIAN FEDERATION (IN ASIA),56.25555555555555,83.96388888888889,
29539,BOLOTNOE,RUSSIAN FEDERATION (IN ASIA),55.666666666666664,84.4,
29541,TAJGA,RUSSIAN FEDERATION (IN ASIA),56.06666666666667,85.61666666666666,
29551,MARIINSK,RUSSIAN FEDERATION (IN ASIA),56.18333333333333,87.68333333333334,
29552,TJAZIN,RUSSIAN FEDERATION (IN ASIA),56.11666666666667,88.51666666666667,
29553,BOGOTOL,RUSSIAN FEDERATION (IN ASIA),56.22777777777778,89.55416666666666,
29557,TISUL',RUSSIAN FEDERATION (IN ASIA),55.75138888888889,88.3,
29558,GGP KATEK,RUSSIAN FEDERATION (IN ASIA),55.53333333333333,89.205,
29561,NAZAROVO,RUSSIAN FEDERATION (IN ASIA),56.03333333333333,90.31666666666666,
29562,KEMCHUG,RUSSIAN FEDERATION (IN ASIA),56.1,91.66666666666667,
29563,KACHA,RUSSIAN FEDERATION (IN ASIA),56.11666666666667,92.2,
29566,SHUMIHA,RUSSIAN FEDERATION (IN ASIA),55.93472222222222,92.2775,
29571,MININO,RUSSIAN FEDERATION (IN ASIA),56.06666666666667,92.73333333333333,
29572,EMEL' YANOVO,RUSSIAN FEDERATION (IN ASIA),56.18055555555555,92.60555555555555,
29576,UJAR,RUSSIAN FEDERATION (IN ASIA),55.818333333333335,94.315,
29578,SHALINSKOE,RUSSIAN FEDERATION (IN ASIA),55.71666666666667,93.74666666666667,
29580,SOLYANKA,RUSSIAN FEDERATION (IN ASIA),56.166666666666664,95.26666666666667,
29581,KANSK,RUSSIAN FEDERATION (IN ASIA),56.20166666666667,95.64833333333334,
29587,IRBEJSKOE,RUSSIAN FEDERATION (IN ASIA),55.663333333333334,95.49833333333333,
29594,TAJSHET,RUSSIAN FEDERATION (IN ASIA),55.95,98.0,
29602,CHANY,RUSSIAN FEDERATION (IN ASIA),55.315555555555555,76.75222222222222,
29605,TATARSK,RUSSIAN FEDERATION (IN ASIA),55.224444444444444,76.01888888888888,
29612,BARABINSK,RUSSIAN FEDERATION (IN ASIA),55.35444444444445,78.30833333333334,
29613,UBINSKOE,RUSSIAN FEDERATION (IN ASIA),55.30555555555555,79.62916666666666,
29625,CULYM,RUSSIAN FEDERATION (IN ASIA),55.1,80.96666666666667,
29626,KOCENEVO,RUSSIAN FEDERATION (IN ASIA),55.032777777777774,82.2388888888889,
29631,KOLYVAN',RUSSIAN FEDERATION (IN ASIA),55.32222222222222,82.7388888888889,
29632,MOSKOVO,RUSSIAN FEDERATION (IN ASIA),55.31666666666667,83.6,
29634,NOVOSIBIRSK,RUSSIAN FEDERATION (IN ASIA),55.08888888888889,82.9,
29634,NOVOSIBIRSK,RUSSIAN FEDERATION (IN ASIA),54.970555555555556,82.95305555555557,
29636,TOGUCHIN,RUSSIAN FEDERATION (IN ASIA),55.224722222222226,84.385,
29638,NOVOSIBIRSK (OGOURTSOVO),RUSSIAN FEDERATION (IN ASIA),54.90555555555555,82.95694444444445,
29642,KEMEROVO,RUSSIAN FEDERATION (IN ASIA),55.233333333333334,86.11666666666666,
29645,KEMEROVSKIJ,RUSSIAN FEDERATION (IN ASIA),55.25,86.21666666666667,
29649,KRAPIVINO,RUSSIAN FEDERATION (IN ASIA),55.00666666666667,86.81166666666667,
29653,UZUR,RUSSIAN FEDERATION (IN ASIA),55.3,89.81666666666666,
29654,CENTRAL'NYJ RUDNIK,RUSSIAN FEDERATION (IN ASIA),55.20611111111111,87.64166666666668,
29662,BALAHTA,RUSSIAN FEDERATION (IN ASIA),55.385,91.625,
29664,SVETLOLYUBOVO,RUSSIAN FEDERATION (IN ASIA),55.08833333333334,90.84833333333333,
29674,ANASTASINO,RUSSIAN FEDERATION (IN ASIA),55.121944444444445,93.38388888888889,
29676,AGINSKOE,RUSSIAN FEDERATION (IN ASIA),55.269999999999996,94.9,
29698,NIZHNEUDINSK,RUSSIAN FEDERATION (IN ASIA),54.88333333333333,99.03333333333333,
29706,KUPINO,RUSSIAN FEDERATION (IN ASIA),54.38611111111111,77.30972222222222,
29712,ZDVINSK,RUSSIAN FEDERATION (IN ASIA),54.71666666666667,78.66666666666667,
29724,KOCHKI,RUSSIAN FEDERATION (IN ASIA),54.336111111111116,80.47222222222223,
29726,ORDYNSKOE,RUSSIAN FEDERATION (IN ASIA),54.367777777777775,81.89166666666668,
29735,POSEVNAJA,RUSSIAN FEDERATION (IN ASIA),54.30138888888889,83.31388888888888,
29736,MASLJANINO,RUSSIAN FEDERATION (IN ASIA),54.33555555555556,84.20833333333334,
29745,BELOVO,RUSSIAN FEDERATION (IN ASIA),54.455555555555556,86.34861111111111,
29752,NENASTNAYA,RUSSIAN FEDERATION (IN ASIA),54.75,88.81666666666666,
29756,SIRA,RUSSIAN FEDERATION (IN ASIA),54.5,89.93333333333334,
29759,KOMMUNAR,RUSSIAN FEDERATION (IN ASIA),54.333333333333336,89.28333333333333,
29766,IDRINSKOE,RUSSIAN FEDERATION (IN ASIA),54.365,92.15,
29768,LEBYAZH' E,RUSSIAN FEDERATION (IN ASIA),54.19166666666666,91.58333333333333,
29771,SHCHETINKINO,RUSSIAN FEDERATION (IN ASIA),55.355555555555554,92.08888888888889,
29772,ARTEMOVSK,RUSSIAN FEDERATION (IN ASIA),54.361111111111114,93.43472222222222,
29789,VERHNJAJA GUTARA,RUSSIAN FEDERATION (IN ASIA),54.21666666666667,96.96666666666667,
29813,KRASNOOZERSK,RUSSIAN FEDERATION (IN ASIA),53.98888888888889,79.25333333333333,
29814,KARASUK,RUSSIAN FEDERATION (IN ASIA),53.733333333333334,78.02222222222223,
29816,HABARY,RUSSIAN FEDERATION (IN ASIA),53.61555555555556,79.55333333333333,
29822,KAMEN'-NA-OBI,RUSSIAN FEDERATION (IN ASIA),53.81666666666667,81.26666666666667,
29827,BAEVO,RUSSIAN FEDERATION (IN ASIA),53.27722222222222,80.77833333333334,
29832,TALMENKA,RUSSIAN FEDERATION (IN ASIA),53.81666666666667,83.58333333333333,
29833,ZALESOVO,RUSSIAN FEDERATION (IN ASIA),53.939722222222215,84.78999999999999,
29838,BARNAUL,RUSSIAN FEDERATION (IN ASIA),53.43333333333333,83.51666666666667,
29839,BARNAUL,RUSSIAN FEDERATION (IN ASIA),53.5,83.83333333333333,
29846,NOVOKUZNETSK,RUSSIAN FEDERATION (IN ASIA),53.81666666666667,86.88333333333334,
29848,TOGUL,RUSSIAN FEDERATION (IN ASIA),53.461666666666666,85.92916666666667,
29849,KUZEDEEVO,RUSSIAN FEDERATION (IN ASIA),53.340833333333336,87.18416666666667,
29862,ABAKAN,RUSSIAN FEDERATION (IN ASIA),53.766666666666666,91.31666666666666,
29864,UYBAT,RUSSIAN FEDERATION (IN ASIA),53.71666666666667,90.36666666666666,
29866,MINUSINSK,RUSSIAN FEDERATION (IN ASIA),53.71666666666667,91.7,
29869,ERMAKOVSKOE,RUSSIAN FEDERATION (IN ASIA),53.269999999999996,92.40333333333334,
29874,KARATUZSKOE,RUSSIAN FEDERATION (IN ASIA),53.59,92.88333333333334,
29876,KAZYR,RUSSIAN FEDERATION (IN ASIA),53.68611111111111,94.2,
29892,HADAMA,RUSSIAN FEDERATION (IN ASIA),53.95,98.81666666666666,
29894,ALYGDZER,RUSSIAN FEDERATION (IN ASIA),53.63333333333333,98.21666666666667,
29915,SLAVGOROD,RUSSIAN FEDERATION (IN ASIA),52.96666666666667,78.65,
29923,REBRIHA,RUSSIAN FEDERATION (IN ASIA),53.081944444444446,82.33833333333332,
29937,ALEJSKAJA,RUSSIAN FEDERATION (IN ASIA),52.516666666666666,82.76666666666667,
29939,BIJSK ZONAL'NAYA,RUSSIAN FEDERATION (IN ASIA),52.675,84.92555555555556,
29956,TASTYP,RUSSIAN FEDERATION (IN ASIA),52.8,89.91666666666667,
29962,BEJA,RUSSIAN FEDERATION (IN ASIA),53.05,90.91666666666667,
29974,OLEN' YA RECHKA,RUSSIAN FEDERATION (IN ASIA),52.80416666666667,93.24027777777778,
29998,ORLIK,RUSSIAN FEDERATION (IN ASIA),52.501666666666665,99.81666666666666,
30028,IKA,RUSSIAN FEDERATION (IN ASIA),59.28333333333333,106.16666666666667,
30054,VITIM,RUSSIAN FEDERATION (IN ASIA),59.45,112.58333333333333,
30074,MACHA,RUSSIAN FEDERATION (IN ASIA),59.93333333333333,117.6,
30089,DZHIKIMDA,RUSSIAN FEDERATION (IN ASIA),59.016666666666666,121.76666666666667,
30127,TOKMA,RUSSIAN FEDERATION (IN ASIA),58.233333333333334,105.73333333333333,
30138,CECUJSK,RUSSIAN FEDERATION (IN ASIA),58.1,108.68333333333334,
30142,VIZIRNYJ,RUSSIAN FEDERATION (IN ASIA),58.88333333333333,111.25,
30157,MAMA,RUSSIAN FEDERATION (IN ASIA),58.31666666666667,112.86666666666666,
30173,TYANYA,RUSSIAN FEDERATION (IN ASIA),59.0,119.8,
30198,SUON-TIT,RUSSIAN FEDERATION (IN ASIA),58.06666666666667,123.71666666666667,
30229,VERHNE-MARKOVO,RUSSIAN FEDERATION (IN ASIA),57.333333333333336,107.06666666666666,
30230,KIRENSK,RUSSIAN FEDERATION (IN ASIA),57.766666666666666,108.06666666666666,
30252,MAMAKAN,RUSSIAN FEDERATION (IN ASIA),57.81666666666667,114.01666666666667,
30253,BODAJBO,RUSSIAN FEDERATION (IN ASIA),57.86472222222223,114.23916666666666,
30307,BRATSK II,RUSSIAN FEDERATION (IN ASIA),56.370555555555555,101.69833333333334,
30309,BRATSK,RUSSIAN FEDERATION (IN ASIA),56.28333333333333,101.75,
30320,UST'-KUT,RUSSIAN FEDERATION (IN ASIA),56.85666666666667,105.73,
30323,UST' -KUT,RUSSIAN FEDERATION (IN ASIA),56.8,105.8,
30328,ORLINGA,RUSSIAN FEDERATION (IN ASIA),56.05,105.83333333333333,
30337,KAZACHINSK,RUSSIAN FEDERATION (IN ASIA),56.31666666666667,107.61666666666666,
